LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1663,81111,72903,23158,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-8568673600040025636 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
1664,81111,72921,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.242:50010 is added to blk_621685330749869453 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {service} {action}: {description} is added to {block} size {size},171,22,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{size},174,30,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},173,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},171,33,BLOCK* {blockType} NameSystem.addStoredBlock: blockMap updated: {ipAddress}:{port} is added to {blockId} size {size},171,37,BLOCK* <*> <*>: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
1665,81111,72948,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.230:50010 is added to blk_8663640697928077697 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {nameSystem} .addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},170,33,BLOCK* {name} is added to {blk} size {size},173,18,BLOCK NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},172,31,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},173,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{blockId} size {size},170,34,BLOCK* {action} NameSystem.addStoredBlock: blockMap updated: {address}:{port} is added to blk_{id} size {size},170,36,BLOCK* <*> .addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> is added to <*> size <*>,BLOCK NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
1666,81111,72949,23644,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_1508705816376906895 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
1667,81111,72956,23082,INFO,dfs.DataNode$PacketResponder,Received block blk_-6441360440068187612 of size 67108864 from /10.250.10.100,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},152,15,Received block {size} bytes from {ip_address},155,13,Received block {block} of size {size} from {address},154,15,Received block {block} of size {size} from {sender},155,15,Received block {block} of size {size} from {source},153,16,Received block {block} of size {size} from {source},153,16,Received block <*> of size <*> from <*>,Received block <*> bytes from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
1668,81111,73005,23505,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2128110944185709079 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
1669,81111,73013,23372,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_871974742726663441 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,133,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,133,17,PacketResponder {responder} for block {block} terminating,133,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
1670,81111,73059,23319,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_8049943837789435742 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
1671,81111,73109,23004,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-8246207776580662770 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
1672,81111,73148,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.100:50010 is added to blk_3406384548372443486 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {module}.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},171,31,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{size},174,30,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip} is added to {block} size {size},173,29,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},174,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},171,33,BLOCK* {nameSystem}.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},171,33,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
1673,81111,73230,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.193.175:50010 is added to blk_2460145905812664251 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {nameSystem} addStoredBlock: blockMap updated: {host}:{port} is added to {block} size {size},172,32,BLOCK* {name} System.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{size},175,32,BLOCK* {name_system}.{operation}: {block_map} updated: {address}:{port} is added to {block} size {size},174,35,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},175,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},172,33,{block}.NameSystem.addStoredBlock: blockMap updated: {host}:{port} is added to blk_{size},172,31,BLOCK* <*> addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*> System.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* <*>: <*> updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,<*>.NameSystem.addStoredBlock: blockMap updated: <*> is added to <*>
1674,81111,73302,23438,INFO,dfs.DataNode$PacketResponder,Received block blk_-7207514537719465756 of size 67108864 from /10.251.75.143,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},152,15,Received block {size} of size {size} from {ip}.,155,15,Received block {block} of size {size} from {address},154,15,Received block {block} of size {size} from {ip},155,15,Received block {block} of size {size} from {source},153,16,Received block {block} of size {size} from {host},153,16,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>.,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
1675,81111,73314,23367,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5216491057643255876 src: /10.251.105.189:55126 dest: /10.251.105.189:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},174,18,Receiving block {src} from {dest},175,11,Receiving block {block} src: {src} dest: {dest},174,17,Receiving block {block} src: {src} dest: {dest},175,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} from {src} to {dest},173,15,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*> to <*>
1676,81111,73350,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.96:50010 is added to blk_4641147544753118391 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* {ns} addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},169,31,BLOCK* {name}NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{size},172,33,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip} is added to {block} size {size},171,29,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to {block} size {size},172,32,BLOCK* NameSystem.addStoredBlock: blockMap updated: {ip}:{port} is added to blk_{block} size {size},169,33,{type}: {name} added to {id} size {size},169,16,BLOCK* <*> addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* <*>.addStoredBlock: blockMap updated: <*> is added to <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,<*>: <*> added to <*> size <*>
1677,81111,73403,23490,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-85872290979354091 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,132,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,132,17,PacketResponder {responder} for block {block} terminating,132,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
1678,81111,73406,23140,INFO,dfs.DataNode$PacketResponder,Received block blk_-8310554294841246175 of size 67108864 from /10.251.123.132,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},153,15,Received block {size} bytes from {ip},156,11,Received block {block} of size {size} from {source},155,15,Received block {block} of size {size} from {ip},156,15,Received block {block} of size {size} from {peer},154,16,Received block {block} of size {size} from {host},154,16,Received block <*> of size <*> from <*>,Received block <*> bytes from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
1679,81111,73441,17869,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7293871043749246063 src: /10.251.193.175:59757 dest: /10.251.193.175:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},174,18,Receiving block {src} src: {dest} dest: {dest},176,17,Receiving block {block} src: {src} dest: {dest},175,17,Receiving block {block} src: {src} dest: {dest},176,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} from {src} to {dest},173,15,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*> to <*>
1680,81111,73507,23329,INFO,dfs.DataNode$PacketResponder,Received block blk_3107521534415119817 of size 67108864 from /10.251.193.224,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},153,15,Received block {size} from {source}.,155,10,Received block {block} of size {size} from {address},154,15,Received block {block} of size {size} from {ip},155,15,Received block {block} of size {size} from {peer},154,16,Received block {block} of size {size} from {ip},154,16,Received block <*> of size <*> from <*>,Received block <*> from <*>.,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
1681,81111,73525,23203,INFO,dfs.DataNode$PacketResponder,Received block blk_7194943883245628915 of size 67108864 from /10.251.71.193,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},152,15,Received block {size} from {ip},154,10,Received block {block} of size {size} from {source},153,15,Received block {block} of size {size} from {ip},154,15,Received block {block} of size {size} from {address},153,16,Received block {block} of size {size} from {host},153,16,Received block <*> of size <*> from <*>,Received block <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
1682,81111,73610,23484,INFO,dfs.DataNode$PacketResponder,Received block blk_-3816036740130815667 of size 3547785 from /10.250.19.227,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {ip},151,15,Received block {size} of size {size} from {source}.,154,15,Received block {block} of size {size} from {source},153,15,Received block {block} of size {size} from {ip},154,15,Received block {block} of size {size} from {ip},152,16,Received block {block} of size {size} from {source},152,16,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>.,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
1683,81111,73704,23532,INFO,dfs.DataNode$PacketResponder,Received block blk_-5450224419450631495 of size 67108864 from /10.251.42.84,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},151,15,Received block {size} from {ip}.,154,10,Received block {block} of size {size} from {source},153,15,Received block {block} of size {size} from {ip},154,15,Received block {block} of size {size} from {address},152,16,Received block {block} of size {size} from {ip}:{port},152,19,Received block <*> of size <*> from <*>,Received block <*> from <*>.,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
1684,81111,73746,23412,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5881782374981838094 src: /10.251.214.18:43091 dest: /10.251.214.18:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},172,18,Receiving block {src}: {dest} src: {src} dest: {dest},173,20,Receiving block {block} from source {src} to destination {dest},172,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block <*> src: <*> dest: <*>,Receiving block <*>: <*> src: <*> dest: <*>,Receiving block <*> from source <*> to destination <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>
1685,81111,73802,23624,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_7078766226078740026 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,135,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
1686,81111,73914,23367,INFO,dfs.DataNode$PacketResponder,Received block blk_-7380871572601322244 of size 67108864 from /10.251.121.224,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},153,15,Received block {size} from {ip}.,156,10,Received block {block} of size {size} from {address},155,15,Received block {block} of size {size} from {ip},156,15,Received block {block} of size {size} from {peer},154,16,Received block {block} of size {size} from {source},154,16,Received block <*> of size <*> from <*>,Received block <*> from <*>.,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
1687,81111,73943,23467,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3846795603907041885 src: /10.250.10.176:47296 dest: /10.250.10.176:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},172,18,Receiving block {src} src: {src_ip} dest: {dest_ip} protocol: {protocol} port: {port},173,31,Receiving block {block} src: {src} dest: {dest},172,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block {block} from {src} to {dest},171,15,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*> protocol: <*> port: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*> to <*>
1688,81111,73949,23599,INFO,dfs.DataNode$PacketResponder,Received block blk_7922331746517419368 of size 67108864 from /10.251.199.19,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},152,15,Received block {size} from {source},154,10,Received block {block} of size {size} from {address},153,15,Received block {block} of size {size} from {ip},154,15,Received block {block} of size {size} from {source},153,16,Received block {block} of size {size} from {peer},153,16,Received block <*> of size <*> from <*>,Received block <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
1689,81111,74108,23144,INFO,dfs.DataNode$PacketResponder,Received block blk_155320394753274773 of size 67108864 from /10.251.201.204,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {ip},152,15,Received block {size} bytes from {ip},154,11,Received block {block} of size {size} from {address},153,15,Received block {block} of size {size} from {ip},154,15,Received block blk_{block} of size {size} from {ip},153,18,Received block {block} of size {size} from {host},153,16,Received block <*> of size <*> from <*>,Received block <*> bytes from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
1690,81111,74200,23325,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-5722491454804415982 terminating,E10,PacketResponder <*> for block <*> terminating,PacketResponder {responder} for block {block} terminating,134,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,136,16,PacketResponder {responder} for block {block} terminating,137,16,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder {responder} for block {block} terminating,134,17,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating,PacketResponder <*> for block <*> terminating
1691,81111,74309,23736,INFO,dfs.DataNode$PacketResponder,Received block blk_-3482997549732691785 of size 67108864 from /10.251.122.79,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},152,15,Received block {size} from {source},155,10,Received block {block} of size {size} from {address},154,15,Received block {block} of size {size} from {ip},155,15,Received block {block} of size {size} from {source},153,16,Received block {block} of size {size} from {source},153,16,Received block <*> of size <*> from <*>,Received block <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
1692,81111,74409,23194,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6417614801998326532 src: /10.251.214.67:48694 dest: /10.251.214.67:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},172,18,Receiving block {src} src: {dest} dest: {dest},173,17,Receiving block {block} src: {src} dest: {dest},172,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} src: {src} dest: {dest},171,17,Receiving block {block} from {src} to {dest},171,15,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from <*> to <*>
1693,81111,74431,23560,INFO,dfs.DataNode$PacketResponder,Received block blk_-1090213273274684471 of size 67108864 from /10.251.214.130,E11,Received block <*> of size <*> from <*>,Received block {block} of size {size} from {source},153,15,Received block {size} from {ip}.,156,10,Received block {block} of size {size} from {address},155,15,Received block {block} of size {size} from {ip},156,15,Received block {block} of size {size} from {ip},154,16,Received block {block} of size {size} from {ip_address},154,18,Received block <*> of size <*> from <*>,Received block <*> from <*>.,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>,Received block <*> of size <*> from <*>
1694,81111,74449,23551,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3738901473077208093 src: /10.251.199.150:49679 dest: /10.251.199.150:50010,E13,Receiving block <*> src: <*> dest: <*>,Receiving block {block} src: {src} dest: {dest},174,18,Receiving block {src} src: {dest} dest: {dest},176,17,Receiving block {block} from source {src} to destination {dest},175,17,Receiving block {block} src: {src} dest: {dest},176,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block {block} src: {src} dest: {dest},173,17,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> from source <*> to destination <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>,Receiving block <*> src: <*> dest: <*>
1695,81111,74540,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001850_0/part-01850. blk_-4312777901444596370,E7,BLOCK* NameSystem.allocateBlock: <*> <*>,"BLOCK* {nameSystem}allocateBlock: {block}'

The template of 'Task:NA /Stage-17:NA /Attempt-200811101024_0013_m_001850_0/NA/NA:NA' is 'Task:{task}/Stage-{stage}/Attempt-{attempt}/{task}/{task}:{task}'

The template of 'Task attempt 200811101024_0013_m_001850_0 aborted.' is 'Task attempt {attempt} aborted.'

The template of 'Task attempt 200811101024_0013_m_001850_0 completed successfully' is 'Task attempt {attempt} completed successfully'

The template of 'Task attempt 200811101024_0013_m_001850_0 failed, launching new attempt' is 'Task attempt {attempt} failed, launching new attempt",183,256,BLOCK* {name}NameSystem.allocateBlock: {path}/{name}/terminating,188,22,BLOCK* NameSystem.allocateBlock: {path} blk_-{blockId},187,22,BLOCK* NameSystem.allocateBlock: {path},188,14,BLOCK* NameSystem.allocateBlock: /user/{user}/{file} blk_{block},182,21,BLOCK* NameSystem.allocateBlock: {path} {blkno},182,17,"BLOCK* <*>: <*>' The template of 'Task:NA <*>:NA <*>:NA' is 'Task:<*>/Stage-<*>/Attempt-<*>/<*>/<*>' The template of 'Task attempt 200811101024_0013_m_001850_0 aborted.' is 'Task attempt <*> aborted.' The template of 'Task attempt 200811101024_0013_m_001850_0 completed successfully' is 'Task attempt <*> completed successfully' The template of 'Task attempt 200811101024_0013_m_001850_0 failed, launching new attempt' is 'Task attempt <*> failed, launching new attempt",BLOCK* <*>.allocateBlock: <*>/<*>/terminating,BLOCK* NameSystem.allocateBlock: <*> blk_-<*>,BLOCK* NameSystem.allocateBlock: <*>,BLOCK* NameSystem.allocateBlock: <*> <*>,BLOCK* NameSystem.allocateBlock: <*> <*>
1696,81111,74548,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001835_0/part-01835. blk_6178964531181542074,E7,BLOCK* NameSystem.allocateBlock: <*> <*>,"BLOCK* NameSystem.allocateBlock: {path}'

The template of 'WRITE* NameNode.writeBlock: blk_-7198757078307562123 to /user/root/rand6/_temporary/_task_200811101024_0013_m_001835_0/part-01835. blk_6178964531181542074' is 'WRITE* NameNode.writeBlock: {block} to {path}'

The template of 'WRITE* NameNode.writeBlock: blk_-7198757078307562123 to /user/root/rand6/_temporary/_task_200811101024_0013_m_001835_0/part-01835. blk_6178964531181542074' is 'WRITE* NameNode.",183,256,BLOCK* {name}NameSystem.allocateBlock: {path}/{name}/part-{id}.blk_{id},187,30,BLOCK* {fsname}.{blockname}: {block},186,15,BLOCK* NameSystem.allocateBlock: {path},187,14,BLOCK* NameSystem.allocateBlock: /user/{user}/{path}/part-{partition}. blk_{block},182,26,{name} NameSystem.allocateBlock: {path} blk_{blockId},182,19,BLOCK* NameSystem.allocateBlock: <*>' The template of 'WRITE* NameNode.writeBlock: blk_-<*> to <*> blk_6178964531181542074' is 'WRITE* NameNode.writeBlock: <*> to <*>' The template of 'WRITE* NameNode.writeBlock: blk_-<*> to <*> blk_6178964531181542074' is 'WRITE* NameNode.,BLOCK* <*>.allocateBlock: <*>/<*>/part-<*>,BLOCK* <*>: <*>,BLOCK* NameSystem.allocateBlock: <*>,BLOCK* NameSystem.allocateBlock: <*> <*>,<*> NameSystem.allocateBlock: <*> <*>
