LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
777,2016-09-28,04:30:50,Info,CBS,Session: 30546174_154395837 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_initialized by client WindowsUpdateAgent.,101,14,Session: {clientName} initialized by client {agentName}.,102,14,Session: {client_name}_{session_id} initialized by client {client_name}.,101,21,Session: {sessionId}_{clientName} initialized by client {clientName}.,102,19,Session: <sessionID>_<timestamp> initialized by client <clientName>,103,18,{session},103,4,Session: <*> by client WindowsUpdateAgent.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <sessionID>_<timestamp> initialized by client <clientName>,<*>
778,2016-09-28,04:30:50,Info,CBS,"Read out cached package applicability for package: Package_for_KB3020388~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {packageName}, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",140,32,"Read out cached package applicability for package: Package_for_KB3020388~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",140,68,"Read out cached package applicability for package: {package name}, ApplicableState: {applicable state}, CurrentState: {current state}",139,32,"Read out cached package applicability for package:{packageName}, ApplicableState:{applicableState}, CurrentState:{currentState}",140,29,"Read out cached package applicability for package: <package>, ApplicableState: <ApplicableState>, CurrentState:<CurrentState>",138,29,"Read out cached package applicability for package: Package_for_KB3020388~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: Package_for_KB3020388~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <package>, ApplicableState: <ApplicableState>, CurrentState:<CurrentState>","Read out cached package applicability for package: Package_for_KB3020388~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
779,2016-09-28,04:30:50,Info,CBS,Session: 30546174_154615850 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_initialized by client WindowsUpdateAgent.,101,14,Session: 30546174_154615850 initialized by client {clientName},102,29,Session: {clientName}_{timestamp} initialized by client {clientName}.,101,17,Session: <sessionID> initialized by client <clientName>.,102,14,Session: {sessionId}_{{date}} initialized by client {clientName}.,103,19,{session} initialized by client {client}.,103,12,Session: <*> by client WindowsUpdateAgent.,Session: 30546174_154615850 initialized by client <*>,Session: <*> initialized by client <*>.,Session: <sessionID> initialized by client <clientName>.,Session: <*>{<*>} initialized by client <*>.,<*> initialized by client <*>.
780,2016-09-28,04:30:50,Info,CBS,"Read out cached package applicability for package: Package_for_KB2742599~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {applicableState}, CurrentState:{currentState}",140,30,"Read out cached package applicability for package: Package_for_KB2742599~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",140,66,"Read out cached package applicability for package: Package_for_KB2742599~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",139,68,"Read out cached package applicability for package:{packageName}, ApplicableState:{applicableState}, CurrentState:{currentState}",140,29,"Read out cached package applicability for package: {package}, ApplicableState: {ApplicableState}, CurrentState:{CurrentState}",138,30,"Read out cached package applicability for package: Package_for_KB2742599~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2742599~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2742599~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2742599~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
781,2016-09-28,04:30:50,Info,CBS,Session: 30546174_155085877 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {session_id}_initialized by client WindowsUpdateAgent.,101,15,Session: 30546174_155085877 initialized by client {client name},102,29,Session: {client_name}_{time_stamp} initialized by client {client_name}.,101,23,Session: <session id> initialized by client <client name>.,102,14,Session: {client} initialized by client {client}.,103,14,Session: {sessionId} initialized by client {clientName},103,14,Session: <*> by client WindowsUpdateAgent.,Session: 30546174_155085877 initialized by client <*>,Session: <*> initialized by client <*>.,Session: <session id> initialized by client <client name>.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>
782,2016-09-28,04:30:50,Info,CBS,"Read out cached package applicability for package: Package_for_KB3181988~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {packageName}, ApplicableState: {applicableState}, CurrentState:{currentState}",140,31,"Read out cached package applicability for package: Package_for_KB3181988~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",140,66,"Read out cached package applicability for package: {package name}, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",139,32,"Read out cached package applicability for package:{package name}, ApplicableState:{state 1}, CurrentState:{state 2}",140,29,"Read out cached package applicability for package: %s, ApplicableState: %d, CurrentState:%d",138,24,"Read out cached package applicability for package: Package_for_KB3181988~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3181988~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: %s, ApplicableState: %d, CurrentState:%d","Read out cached package applicability for package: Package_for_KB3181988~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
783,2016-09-28,04:30:50,Info,CBS,Session: 30546174_155245886 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_initialized by client WindowsUpdateAgent.,101,14,Session: {clientName} initialized by client {clientType}.,102,14,Session: {client_name}_{session_id} initialized by client {client_name}.,101,21,Session: <session id> initialized by client <client name>.,102,14,Session: {sessionId}_{{timestamp}} initialized by client {clientName},103,17,Session: {sessionId} initialized by client {clientName},103,14,Session: <*> by client WindowsUpdateAgent.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <session id> initialized by client <client name>.,Session: <*>{<*>} initialized by client <*>,Session: <*> initialized by client <*>
784,2016-09-28,04:30:50,Info,CBS,"Read out cached package applicability for package: Package_for_KB2685813~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {applicableState}, CurrentState:{currentState}",141,30,"Read out cached package applicability for package: {package name}, ApplicableState: {applicable state}, CurrentState: {current state}",141,32,"Read out cached package applicability for package: {package_name}, ApplicableState: {applicable_state}, CurrentState: {current_state}",140,35,"Read out cached package applicability for package:{package name}, ApplicableState:{state 1}, CurrentState:{state 2}",141,29,"Read out cached package applicability for package: {package}, ApplicableState: {applicableState}, CurrentState:{currentState}",139,30,"Read out cached package applicability for package: Package_for_KB2685813~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112",139,66,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2685813~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
785,2016-09-28,04:30:50,Info,CBS,Session: 30546174_155605907 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {session_id}_155605907 initialized by client WindowsUpdateAgent.,101,24,Session: {client_name} initialized by client {agent}.,102,14,Session: {0}_{1} initialized by client {2}.,101,15,Session: <sessionID> initialized by client <clientName>.,102,14,Session: {clientId}_initialized by client {clientName},103,15,Session: {sessionId} initialized by client {clientName},103,14,Session: <*> initialized by client WindowsUpdateAgent.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <sessionID> initialized by client <clientName>.,Session: <*> by client <*>,Session: <*> initialized by client <*>
786,2016-09-28,04:30:50,Info,CBS,"Read out cached package applicability for package: Package_for_KB2690533~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {packageName}, ApplicableState: {applicableState}, CurrentState:{currentState}",140,31,"Read out cached package applicability for package: Package_for_KB2690533~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",140,66,"Read out cached package applicability for package: {package}, ApplicableState: {applicable_state}, CurrentState: {current_state}",139,33,"Read out cached package applicability for package:{packageName}, ApplicableState:{applicableState}, CurrentState:{currentState}",140,29,"Read out cached package applicability for package: {package}, ApplicableState: {ApplicableState}, CurrentState:{CurrentState}",138,30,"Read out cached package applicability for package: Package_for_KB2690533~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2690533~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2690533~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
787,2016-09-28,04:30:50,Info,CBS,Session: 30546174_155755915 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_initialized by client WindowsUpdateAgent.,101,14,Session: {client_name} initialized by client {agent_name}.,102,16,Session: {sessionId} initialized by client {clientName}.,101,15,Session: {sessionId}_initiated by client {clientName}.,102,17,Session: {sessionId}_{timestamp} initialized by client {clientName},103,16,Session: 30546174_155755915 initialized by client WindowsUpdateAgent.,103,30,Session: <*> by client WindowsUpdateAgent.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <*> by client <*>.,Session: <*> initialized by client <*>,Session: 30546174_155755915 initialized by client WindowsUpdateAgent.
788,2016-09-28,04:30:50,Info,CBS,"Read out cached package applicability for package: Package_for_KB3075249~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",139,31,"Read out cached package applicability for package: {package name}, ApplicableState: {applicable state}, CurrentState: {current state}",139,32,"Read out cached package applicability for package: {package_name}, ApplicableState: {applicable_state}, CurrentState: {current_state}",138,35,"Read out cached package applicability for package:{packageName}, ApplicableState:{applicableState}, CurrentState:{currentState}",139,29,"Read out cached package applicability for package: <package>, ApplicableState: <ApplicableState>, CurrentState:<CurrentState>",137,29,"Read out cached package applicability for package: Package_for_KB3075249~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",137,64,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <package>, ApplicableState: <ApplicableState>, CurrentState:<CurrentState>","Read out cached package applicability for package: Package_for_KB3075249~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
789,2016-09-28,04:30:50,Info,CBS,Session: 30546174_156625965 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_156625965 initialized by client WindowsUpdateAgent.,101,23,Session: 30546174_156625965 initialized by client {client name},102,29,Session: {client_name} initialized by client {client_name}.,101,16,Session: {session id}_{client id} initialized by client {client name}.,102,19,Session: {sessionId}_{timestamp} initialized by client {clientName},103,16,{sessionId}: {sessionName} initialized by client {clientName},103,16,Session: <*> initialized by client WindowsUpdateAgent.,Session: 30546174_156625965 initialized by client <*>,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>,<*>: <*> initialized by client <*>
790,2016-09-28,04:30:50,Info,CBS,"Read out cached package applicability for package: Package_for_KB3156016~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {ApplicableState}, CurrentState:{CurrentState}",140,30,"Read out cached package applicability for package: Package_for_KB3156016~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",140,66,"Read out cached package applicability for package: {package name}, ApplicableState: {applicable state}, CurrentState: {current state}",139,32,"Read out cached package applicability for package:{package name}, ApplicableState:{state code}, CurrentState:{state code}",140,27,"Read out cached package applicability for package: {package}, ApplicableState: {applicableState}, CurrentState:{currentState}",138,30,"Read out cached package applicability for package: Package_for_KB3156016~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3156016~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3156016~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
791,2016-09-28,04:30:50,Info,CBS,Session: 30546174_156695969 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_156695969 initialized by client WindowsUpdateAgent.,101,23,Session: {clientName} initialized by client {agentName}.,102,14,Session: {0}_{1} initialized by client {2}.,101,16,Session: {sessionId}_initialized by client {clientName}.,102,16,Session: {clientId}_{{timestamp}} initialized by client {clientName}.,103,19,Session: %s initialized by client %s.,103,12,Session: <*> initialized by client WindowsUpdateAgent.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <*> by client <*>.,Session: <*>{<*>} initialized by client <*>.,Session: %s initialized by client %s.
792,2016-09-28,04:30:50,Info,CBS,"Read out cached package applicability for package: Package_for_KB3139914~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {ApplicableState}, CurrentState:{CurrentState}",140,30,"Read out cached package applicability for package: Package_for_KB3139914~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",140,66,"Read out cached package applicability for package: Package_for_KB3139914~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",139,68,"Read out cached package applicability for package:{packageName}, ApplicableState:{applicableState}, CurrentState:{currentState}",140,29,"Read out cached package applicability for package: <packageName>, ApplicableState: <ApplicableState>, CurrentState:<CurrentState>",138,30,"Read out cached package applicability for package: Package_for_KB3139914~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3139914~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3139914~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <packageName>, ApplicableState: <ApplicableState>, CurrentState:<CurrentState>","Read out cached package applicability for package: Package_for_KB3139914~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
793,2016-09-28,04:30:50,Info,CBS,Session: 30546174_156715970 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_156715970 initialized by client WindowsUpdateAgent.,101,23,Session: {session_id} initialized by client {client}.,102,15,Session: {sessionId} initialized by client {clientName}.,101,14,Session: {sessionId}_initiated by client {clientName}.,102,17,Session: <client> initialized by client <client>,103,12,{Session}: {ClientName} initialized by client {ClientName},103,15,Session: <*> initialized by client WindowsUpdateAgent.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <*> by client <*>.,Session: <client> initialized by client <client>,<*>: <*> initialized by client <*>
794,2016-09-28,04:30:50,Info,CBS,"Read out cached package applicability for package: Package_for_KB2621440~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {applicableState}, CurrentState:{currentState}",140,30,"Read out cached package applicability for package: Package_for_KB2621440~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112",140,66,"Read out cached package applicability for package: {package name}, ApplicableState: {applicable state}, CurrentState: {current state}",139,32,"Read out cached package applicability for package:{package name}, ApplicableState:{applicable state}, CurrentState:{current state}",140,29,"Read out cached package applicability for package: {packageName}~{architecture}~{version}~{language}, ApplicableState: {ApplicableState}, CurrentState:{CurrentState}",138,40,"Read out cached package applicability for package: Package_for_KB2621440~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2621440~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB2621440~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
795,2016-09-28,04:30:50,Info,CBS,Session: 30546174_156785974 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {session_id}_initialized by client WindowsUpdateAgent.,101,15,Session: 30546174_156785974 initialized by client {client name}.,102,29,Session: {clientId} initialized by client {clientName}.,101,14,Session: {sessionId}_{timeStamp} initialized by client {clientName}.,102,20,Session: {{client}} initialized by client {{client}}.,103,14,{session}: {client} initialized by client {client},103,13,Session: <*> by client WindowsUpdateAgent.,Session: 30546174_156785974 initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: {<*>} initialized by client {<*>}.,<*>: <*> initialized by client <*>
796,2016-09-28,04:30:50,Info,CBS,"Read out cached package applicability for package: Package_for_KB3054476~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {applicableState}, CurrentState:{currentState}",140,30,"Read out cached package applicability for package: Package_for_KB3054476~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",140,66,"Read out cached package applicability for package: {package_name}, ApplicableState: {applicable_state}, CurrentState: {current_state}",139,35,"Read out cached package applicability for package:{package name}, ApplicableState:{state}, CurrentState:{state}.",140,25,"Read out cached package applicability for package: {packageName}~{packageArchitecture}~{packageVersion}, ApplicableState: {applicableState}, CurrentState:{currentState}",138,40,"Read out cached package applicability for package: Package_for_KB3054476~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3054476~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>.","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3054476~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
797,2016-09-28,04:30:50,Info,CBS,Session: 30546174_156825976 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {session_id}_initialized by client WindowsUpdateAgent.,101,15,Session: {sessionId} initialized by client {clientName}.,102,14,Session: {0}_{1} initialized by client {2}.,101,15,Session: {sessionId}_initiatedByClient {clientName},102,16,Session: <sessionId>_<timestamp> initialized by client <clientName>,103,18,{session} initialized by client {client}.,103,12,Session: <*> by client WindowsUpdateAgent.,Session: <*> initialized by client <*>.,Session: <*> initialized by client <*>.,Session: <*> <*>,Session: <sessionId>_<timestamp> initialized by client <clientName>,<*> initialized by client <*>.
798,2016-09-28,04:30:50,Info,CBS,"Read out cached package applicability for package: Package_for_KB3122648~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {packageName}, ApplicableState: {applicableState}, CurrentState: {currentState}",140,32,"Read out cached package applicability for package: Package_for_KB3122648~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",140,66,"Read out cached package applicability for package: Package_for_KB3122648~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: {ApplicableState}, CurrentState: {CurrentState}",139,68,"Read out cached package applicability for package:{package name}, ApplicableState:{applicable state}, CurrentState:{current state}",140,29,"Read out cached package applicability for package: {package}, ApplicableState: {applicableState}, CurrentState:{currentState}",138,30,"Read out cached package applicability for package: Package_for_KB3122648~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package: Package_for_KB3122648~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3122648~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState: <*>","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3122648~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
799,2016-09-28,04:30:50,Info,CBS,Session: 30546174_157005987 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {session_id}_157005987 initialized by client WindowsUpdateAgent.,101,24,Session: [session ID] initialized by client [client name],102,14,Session: {sessionId} initialized by client {clientName}.,101,14,Session: {session id}_initiated by client {client name}.,102,17,Session: {ClientId}_{{CurrentTime}} initialized by client {ClientName}.,103,20,{session},103,4,Session: <*> initialized by client WindowsUpdateAgent.,Session: [session ID] initialized by client [client name],Session: <*> initialized by client <*>.,Session: <*> by client <*>.,Session: <*>{<*>} initialized by client <*>.,<*>
800,2016-09-28,04:30:50,Info,CBS,"Read out cached package applicability for package: Package_for_KB3042553~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",E29,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: {package}, ApplicableState: {applicableState}, CurrentState:{currentState}",140,30,"Read out cached package applicability for package: Package_for_KB3042553~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",140,66,"Read out cached package applicability for package: {package_name}, ApplicableState: {applicable_state}, CurrentState: {current_state}.",139,35,"Read out cached package applicability for package:{packageName}, ApplicableState:{applicableState}, CurrentState:{currentState}",140,29,"Read out cached package applicability for package: {packageName}~{architecture}~{language}~{version}, ApplicableState: {applicableState}, CurrentState:{currentState}",138,40,"Read out cached package applicability for package: Package_for_KB3042553~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",138,65,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3042553~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState: <*>.","Read out cached package applicability for package:<*>, ApplicableState:<*>, CurrentState:<*>","Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>","Read out cached package applicability for package: Package_for_KB3042553~31bf3856ad364e35~amd64~~6.<*>, ApplicableState: <*>, CurrentState:<*>"
801,2016-09-28,04:30:50,Info,CBS,Session: 30546174_157105992 initialized by client WindowsUpdateAgent.,E36,Session: <*> initialized by client WindowsUpdateAgent.,Session: {sessionId}_157105992 initialized by client WindowsUpdateAgent.,101,23,Session: 30546174_157105992 initialized by client {clientName},102,29,"Session: {clientName}_{sessionId} initialized by client {clientName}.'

You should use regular expressions to extract the values from the log message.",101,35,Session: {sessionId}_initiated by client {client}.,102,16,Session: {{sessionId}}_{{timeStamp}} initialized by client {{clientName}}.,103,21,Session: %s initialized by client %s.,103,12,Session: <*> initialized by client WindowsUpdateAgent.,Session: 30546174_157105992 initialized by client <*>,Session: <*> initialized by client <*>.' You should use regular expressions to extract the values from the log message.,Session: <*> by client <*>.,Session: {<*>}_{<*>} initialized by client {<*>}.,Session: %s initialized by client %s.
