LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
787,Jul,4,12:52:44,combo,ftpd,2822.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {date},211,13,connection from {ip_address} ({hostname}) at {date} {time}.,212,18,connection from {ip} (adsl-{isp}) at {date},211,17,connection from {ip} ({hostname}) at {date},212,13,connection from {ip} ({remote_addr}) at {date},212,15,connection from {ipaddr} ({domain}) at {time},212,14,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> (adsl-<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>
788,Jul,4,12:52:44,combo,ftpd,2821.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {date},211,13,connection from {ip_address} ({hostname}) at {date} {time}.,212,18,connection from {ip} (adsl-{isp}) at {date},211,17,connection from {ip} ({hostname}) at {date},212,13,connection from {ip} ({remote_addr}) at {date},212,15,connection from {ipaddr} ({domain}) at {time},212,14,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> (adsl-<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>
789,Jul,4,12:52:44,combo,ftpd,2827.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {date},211,13,connection from {ip_address} ({hostname}) at {date} {time}.,212,18,connection from {ip} (adsl-{isp}) at {date},211,17,connection from {ip} ({hostname}) at {date},212,13,connection from {ip} ({remote_addr}) at {date},212,15,connection from {ipaddr} ({domain}) at {time},212,14,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> (adsl-<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>
790,Jul,4,12:52:44,combo,ftpd,2823.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {date},211,13,connection from {ip_address} ({hostname}) at {date} {time}.,212,18,connection from {ip} (adsl-{isp}) at {date},211,17,connection from {ip} ({hostname}) at {date},212,13,connection from {ip} ({remote_addr}) at {date},212,15,connection from {ipaddr} ({domain}) at {time},212,14,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> (adsl-<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>
791,Jul,4,12:52:44,combo,ftpd,2825.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {date},211,13,connection from {ip_address} ({hostname}) at {date} {time}.,212,18,connection from {ip} (adsl-{isp}) at {date},211,17,connection from {ip} ({hostname}) at {date},212,13,connection from {ip} ({remote_addr}) at {date},212,15,connection from {ipaddr} ({domain}) at {time},212,14,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> (adsl-<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>
792,Jul,4,12:52:44,combo,ftpd,2842.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {date},211,13,connection from {ip_address} ({hostname}) at {date} {time}.,212,18,connection from {ip} (adsl-{isp}) at {date},211,17,connection from {ip} ({hostname}) at {date},212,13,connection from {ip} ({remote_addr}) at {date},212,15,connection from {ipaddr} ({domain}) at {time},212,14,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> (adsl-<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>
793,Jul,4,12:52:44,combo,ftpd,2826.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {date},211,13,connection from {ip_address} ({hostname}) at {date} {time}.,212,18,connection from {ip} (adsl-{isp}) at {date},211,17,connection from {ip} ({hostname}) at {date},212,13,connection from {ip} ({remote_addr}) at {date},212,15,connection from {ipaddr} ({domain}) at {time},212,14,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> (adsl-<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>
794,Jul,4,12:52:44,combo,ftpd,2843.0,connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,E29,connection from <*> (<*>) at <*>,connection from {ip} ({hostname}) at {date},211,13,connection from {ip_address} ({hostname}) at {date} {time}.,212,18,connection from {ip} (adsl-{isp}) at {date},211,17,connection from {ip} ({hostname}) at {date},212,13,connection from {ip} ({remote_addr}) at {date},212,15,connection from {ipaddr} ({domain}) at {time},212,14,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*> <*>.,connection from <*> (adsl-<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>,connection from <*> (<*>) at <*>
795,Jul,4,19:15:48,combo,sshd(pam_unix),3378.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},189,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},189,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},191,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
796,Jul,4,19:15:48,combo,sshd(pam_unix),3380.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},189,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},189,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},191,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
797,Jul,4,19:15:49,combo,sshd(pam_unix),3382.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},189,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},189,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},191,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
798,Jul,4,19:15:51,combo,sshd(pam_unix),3384.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},189,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},189,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},191,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
799,Jul,4,19:15:51,combo,sshd(pam_unix),3386.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},189,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},189,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},191,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
800,Jul,4,19:15:52,combo,sshd(pam_unix),3388.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},189,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},189,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},191,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
801,Jul,4,19:15:54,combo,sshd(pam_unix),3390.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},189,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},189,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},191,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
802,Jul,4,19:15:54,combo,sshd(pam_unix),3391.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},189,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},189,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},191,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
803,Jul,4,19:15:57,combo,sshd(pam_unix),3394.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},189,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},189,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},191,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
804,Jul,4,19:15:59,combo,sshd(pam_unix),3396.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},189,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},189,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},191,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
805,Jul,4,19:16:00,combo,sshd(pam_unix),3399.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},189,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},189,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},191,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
806,Jul,4,19:16:00,combo,sshd(pam_unix),3398.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},189,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},189,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},191,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
807,Jul,4,19:16:01,combo,sshd(pam_unix),3402.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,E17,authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>  user=<*>,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost}  user={user},189,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},189,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},190,38,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost} user={user},191,39,authentication failure; logname= uid={uid} euid={euid} tty=NODEVssh ruser= rhost={rhost},191,35,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
808,Jul,5,04:03:16,combo,su(pam_unix),4474.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),session opened for user {user} by (uid={uid}),156,14,session opened for user {username} by (uid=0),156,14,session opened for user {user} by (uid={uid}),155,14,session opened for user {username} by (uid={uid}),156,14,session opened for user {username} by (uid={uid}),156,15,session opened for user {user} by (uid={uid}),156,15,session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>)
809,Jul,5,04:03:17,combo,su(pam_unix),4474.0,session closed for user cyrus,E101,session closed for user <*>,session closed for user {user},151,8,session closed for user {username},151,8,session closed for user {user},150,8,session closed for user {username},151,8,session closed for user {username},151,8,session closed for user {username},151,8,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>
810,Jul,5,04:03:18,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [<*>],ALERT exited abnormally with [{exit_code}],155,14,ALERT exited abnormally with [%d],156,13,"ALERT exited abnormally with [uid={uid}, euid={euid}]",155,20,ALERT exited abnormally with [{exit_code}],156,14,ALERT exited abnormally with [{exit_code}],155,15,ALERT exited abnormally with [{exit_code}],155,15,ALERT exited abnormally with [<*>],ALERT exited abnormally with [%d],"ALERT exited abnormally with [uid=<*>, euid=<*>]",ALERT exited abnormally with [<*>],ALERT exited abnormally with [<*>],ALERT exited abnormally with [<*>]
811,Jul,5,04:09:29,combo,su(pam_unix),5699.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),session opened for user {user} by (uid={uid}),154,14,session opened for user {username} by (uid=0),155,14,session opened for user {user} by (uid={uid}),154,14,session opened for user {username} by (uid={uid}),155,14,session opened for user {username} by (uid={uid}),155,15,session opened for user {username} by {u} {tty} {hostname},155,20,session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by (uid=<*>),session opened for user <*> by <*> <*> <*>
812,Jul,5,04:09:30,combo,su(pam_unix),5699.0,session closed for user news,E101,session closed for user <*>,session closed for user {user},149,8,session closed for user {username},150,8,session closed for user {user},149,8,session closed for user {username},150,8,session closed for user {username},150,8,session closed for user {username},150,8,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>,session closed for user <*>
813,Jul,5,13:36:28,combo,sshd(pam_unix),6552.0,check pass; user unknown,E27,check pass; user unknown,check pass; user unknown,149,6,check pass; username={username},150,8,check pass; user={user} unknown,149,9,check pass; user {user},150,8,check pass; user {user},150,8,check pass; user={user},150,8,check pass; user unknown,check pass; username=<*>,check pass; user=<*> unknown,check pass; user <*>,check pass; user <*>,check pass; user=<*>
