LineId,Date,Time,Level,Node,Component,Id,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
871,2015-07-29,"19:24:35,703",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
872,2015-07-29,"19:24:38,851",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:58764,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
873,2015-07-29,"19:24:42,397",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
874,2015-07-29,"19:24:45,532",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:58787,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
875,2015-07-29,"19:24:45,647",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
876,2015-07-29,"19:24:48,888",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}'
""Connection broken for {id}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for <*>' ""Connection broken for <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
877,2015-07-29,"19:24:48,958",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}'
""Connection broken for {id}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for <*>' ""Connection broken for <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
878,2015-07-29,"19:24:52,310",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
879,2015-07-29,"19:24:52,417",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
880,2015-07-29,"19:24:55,555",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:58823,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
881,2015-07-29,"19:24:55,570",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
882,2015-07-29,"19:24:55,669",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
883,2015-07-29,"19:24:58,991",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
884,2015-07-29,"19:24:59,099",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:43358,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
885,2015-07-29,"19:25:02,441",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
886,2015-07-29,"19:25:02,441",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
887,2015-07-29,"19:25:05,591",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:58865,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
888,2015-07-29,"19:25:05,661",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:55548,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
889,2015-07-29,"19:25:05,783",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}'
""Connection broken for {id}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for <*>' ""Connection broken for <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
890,2015-07-29,"19:25:09,110",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}'
""Connection broken for {id}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for <*>' ""Connection broken for <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
891,2015-07-29,"19:25:09,122",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}'
""Connection broken for {id}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for <*>' ""Connection broken for <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
892,2015-07-29,"19:25:12,262",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
893,2015-07-29,"19:25:15,614",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}'
""Connection broken for {id}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for <*>' ""Connection broken for <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
894,2015-07-29,"19:25:15,695",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
895,2015-07-29,"19:25:15,711",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
896,2015-07-29,"19:25:15,802",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}'
""Connection broken for {id}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for <*>' ""Connection broken for <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
897,2015-07-29,"19:25:15,803",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
898,2015-07-29,"19:25:19,035",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
899,2015-07-29,"19:25:25,630",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
900,2015-07-29,"19:25:29,074",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
901,2015-07-29,"19:25:29,166",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
902,2015-07-29,"19:25:32,397",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:55648,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
903,2015-07-29,"19:25:32,505",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
904,2015-07-29,"19:25:39,079",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}'
""Connection broken for {id}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for <*>' ""Connection broken for <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
905,2015-07-29,"19:25:39,080",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
906,2015-07-29,"19:25:39,188",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}'
""Connection broken for {id}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for <*>' ""Connection broken for <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
907,2015-07-29,"19:25:42,340",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
908,2015-07-29,"19:25:49,016",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
909,2015-07-29,"19:25:49,027",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,68,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue
910,2015-07-29,"19:25:57,870",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:43557,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:43557,"Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'",Received connection request from <*>,of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
911,2015-07-29,"19:26:04,443",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
912,2015-07-29,"19:26:07,781",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
913,2015-07-29,"19:26:07,890",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
914,2015-07-29,"19:26:11,228",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:43606,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:43606,"Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason:' is 'Error connecting to database. Reason: {reason}'
The template of 'Error connecting to database' is 'Error connecting to database'
The template of 'Error connecting to database. Reason: Connection
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused",Received connection request from <*>,of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
915,2015-07-29,"19:26:14,363",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
916,2015-07-29,"19:26:14,459",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}'
""Connection broken for {id}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for <*>' ""Connection broken for <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
917,2015-07-29,"19:26:17,799",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:55803,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
918,2015-07-29,"19:26:17,801",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
919,2015-07-29,"19:26:17,908",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
920,2015-07-29,"19:26:21,040",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
921,2015-07-29,"19:26:24,383",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}'
""Connection broken for {id}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for <*>' ""Connection broken for <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
922,2015-07-29,"19:26:34,606",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:43693,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
923,2015-07-29,"19:26:44,416",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
924,2015-07-29,"19:26:44,418",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
925,2015-07-29,"19:26:44,625",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:43730,E40,Received connection request <*>:<*>,76,Received connection request from /10.10.34.13:43730,"Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error",Received connection request from <*>,of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
926,2015-07-29,"19:26:47,753",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:59250,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to 10.10.34.11:59250' is 'Error connecting to {ip}:{port}'
The template of 'Error connecting to 10.10.34.11:59250' is 'Error connecting to {ip}:{port}'","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to <*>' is 'Error connecting to <*>' The
927,2015-07-29,"19:26:51,197",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:55929,E40,Received connection request <*>:<*>,76,"Received connection request from /{ip}:{port}'
""Received connection request from /{ip}:{port}""","Received connection request from {ip}:{port}'
The template of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused'
The template of 'Error connecting to database. Reason: Connection timeout' is 'Error connecting to database. Reason: Connection timeout'
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error'
The template of 'Error connecting to database. Reason: SQL syntax
The template of 'Error connecting to database. Reason: SQL logic error' is 'Error connecting to database. Reason: SQL logic error","Received connection request from <*>' ""Received connection request from <*>",of 'Error connecting to database. Reason: Connection refused' is 'Error connecting to database. Reason: Connection refused' The
928,2015-07-29,"19:26:51,304",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}'
""Connection broken for {id}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for <*>' ""Connection broken for <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
929,2015-07-29,"19:26:54,437",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}'
""Connection broken for {id}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for <*>' ""Connection broken for <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
930,2015-07-29,"19:26:54,644",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
931,2015-07-29,"19:26:57,772",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",79,"Connection broken for {id}'
""Connection broken for {id}""","Connection broken for {id}, my id = {my id}, error = {error}'
The template of 'Failed to process message, error =' is 'Failed to process message, error = {error}'
The template of 'Message arrived on queue' is 'Message arrived on queue'
Interrupted while waiting for message on queue
Message arrived on queue","Connection broken for <*>' ""Connection broken for <*>","of 'Failed to process message, error =' is 'Failed to process message, error = <*>' The"
932,2015-07-29,"19:26:57,875",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
933,2015-07-29,"19:26:57,983",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,65,Worker left thread,Send worker leaving thread,Worker left thread,Send worker leaving thread
934,2015-07-29,"19:27:01,216",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,65,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker,Interrupting SendWorker
