LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1195,17/06/09,20:11:08,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1213,E11,Got assigned task <*>,Got assigned task {task_id},79,10,Got assigned task {task_id},80,10,Got assigned task {task},79,8,Got assigned task {task_id},80,10,Got assigned task {task},78,8,Got assigned task {task_id},78,10,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
1196,17/06/09,20:11:08,INFO,executor.Executor,Running task 13.0 in stage 26.0 (TID 1213),E24,Running task <*> in stage <*> (TID <*>),Running task {task_id}.0 in stage {stage_id}.0 (TID {task_id}),92,25,Running task 13.0 in stage 26.0 (TID {tid}),93,21,Running task {task} in stage {stage} (TID {tid}),92,17,Running task {task}.{stage} in stage {tid},93,14,Running task {taskId}.{decimalPart} in stage {stageId}.{decimalPart} (TID {threadId}),91,33,Running task {task} in stage {stage} (TID {tid}),91,18,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*>,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
1197,17/06/09,20:11:08,INFO,spark.CacheManager,"Partition rdd_42_11 not found, computing it",E19,"Partition <*> not found, computing it","Partition {partition} not found, computing it",84,10,"Partition rdd_{partition} not found, computing it",86,14,"Partition {partition_name} not found, computing it",85,13,"Partition {partition} not found, computing it",86,11,"Partition {partition} not found, computing it",84,12,Computing partition {partition} of rdd {rdd},84,14,"Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it",Computing partition <*> of rdd <*>
1198,17/06/09,20:11:08,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:80212+7292,E12,Input split: <*>,Input split: {inputSplit},117,8,Input split: hdfs://{host}:{port}/{path}{offset},118,18,Input split: {host}:{port}/{path}:{line_number}.,117,18,Input split: hdfs://{ip}:{port}/{path}:{start}+{length},118,22,Input split: hdfs://{hdfs_hostname}:9000/{path}/{start}+{length},116,26,Input split: {input_split} :{start_pos}+{end_pos},116,20,Input split: <*>,Input split: hdfs://<*>/<*>,Input split: <*>/<*>.,Input split: hdfs://<*>/<*>+<*>,Input split: hdfs://<*>:9000/<*>/<*>+<*>,Input split: <*> :<*>+<*>
1199,17/06/09,20:11:08,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1214,E11,Got assigned task <*>,Got assigned task {task},79,8,Got assigned task {task_id},80,10,Got assigned task {task},79,8,Got assigned task {task_id},80,10,Got assigned task {taskId},78,9,Got assigned task {taskId},78,9,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
1200,17/06/09,20:11:08,INFO,executor.Executor,Running task 14.0 in stage 26.0 (TID 1214),E24,Running task <*> in stage <*> (TID <*>),Running task {task_id}.0 in stage {stage_id}.0 (TID {task_id}),92,25,Running task 14.0 in stage {stage} in task group {group},93,19,Running task {task} in stage {stage} (TID {TID}),92,18,Running task {task}.{stage} in stage {tid},93,14,Running task {taskId}.{stageId} in stage {stageId}.{partitionId},91,23,Running task {taskId}.{taskIndex} in stage {stageId} ({stageIndex}),91,23,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> in task group <*>,Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*>,Running task <*> in stage <*>,Running task <*> in stage <*> (<*>)
1201,17/06/09,20:11:08,INFO,spark.CacheManager,"Partition rdd_42_12 not found, computing it",E19,"Partition <*> not found, computing it","Partition {partition} of rdd_{rdd} not found, computing it",84,17,"Partition rdd_{partition} not found, computing it",86,14,"Partition {partition_id} not found, computing it",85,13,"Partition {partition} not found, computing it",86,11,"Partition {partitionId} not found, computing it",84,13,Computing partition {partition} for rdd {rdd},84,14,"Partition <*> of <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it",Computing partition <*> for rdd <*>
1202,17/06/09,20:11:08,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:87504+7292,E12,Input split: <*>,Input split: hdfs://{host}:{port}/{path}:{start}+{length},117,23,Input split: hdfs://{host}:{port}/{path}{offset},118,18,Input split: {path}@{host}:{port}{offset},117,15,Input split: hdfs://{host}:{port}/{path}:{start}+{length},118,22,Input split: {path}:{start}+{end},116,13,Input split: {inputSplit}:{hdfsUrl}/{fileName}:{lineNumber}+{splitLineNumber},116,25,Input split: hdfs://<*>/<*>+<*>,Input split: hdfs://<*>/<*>,Input split: <*>@<*>,Input split: hdfs://<*>/<*>+<*>,Input split: <*>+<*>,Input split: <*>/<*>+<*>
1203,17/06/09,20:11:08,INFO,spark.CacheManager,"Partition rdd_42_13 not found, computing it",E19,"Partition <*> not found, computing it","Partition {partition} not found, computing it",84,10,"Partition rdd_{partitionNum}_{taskId} not found, computing it",86,19,"Partition {partition_id} not found, computing it",85,13,"Partition {partition} not found, computing it",86,11,"Partition {partitionId} not found, computing it",84,13,Computing partition {partition} of rdd {rddName} for {keyType},84,20,"Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it",Computing partition <*> of rdd <*> for <*>
1204,17/06/09,20:11:08,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:94796+7292,E12,Input split: <*>,Input split: {input_split},117,9,Input split: hdfs://{host}:{port}/{path}{offset},118,18,Input split: {file_path}:{line_number}+{line_length},117,19,Input split: hdfs://{ip}:{port}/{path}:{start}+{length},118,22,Input split: hdfs://{host}:{port}/{path}:{start}+{end},116,21,Input split: hdfs://{host}:{port}/{path}/[file]:{line}+{offset},116,24,Input split: <*>,Input split: hdfs://<*>/<*>,Input split: <*>+<*>,Input split: hdfs://<*>/<*>+<*>,Input split: hdfs://<*>/<*>+<*>,Input split: hdfs://<*>/<*>/[file]:<*>+<*>
1205,17/06/09,20:11:08,INFO,spark.CacheManager,"Partition rdd_42_14 not found, computing it",E19,"Partition <*> not found, computing it","Partition {partition} not found, computing it",84,10,"Partition rdd_{partition} not found, computing it",86,14,"Partition {partition_id} not found, computing it",85,13,"Partition rdd_{part_id}_{rdd_id} not found, computing it",86,21,"Partition {partition} not found, computing it",84,12,"Computing partition {partitionId} for key {key}, value {value}",84,18,"Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Computing partition <*> for key <*>, value <*>"
1206,17/06/09,20:11:08,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:102088+7292,E12,Input split: <*>,Input split: hdfs://{host}:{port}/{path}:{start}+{length},118,23,Input split: {split}.,119,7,Input split: {input_split},118,9,Input split: hdfs://{ip}:{port}/{path}:{start}+{length},119,22,Input split: hdfs://{hostname}:{port}/{path}:{start}+{end},117,22,Input split: {input_split} +{offset},117,13,Input split: hdfs://<*>/<*>+<*>,Input split: <*>.,Input split: <*>,Input split: hdfs://<*>/<*>+<*>,Input split: hdfs://<*>/<*>+<*>,Input split: <*> +<*>
1207,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 48, boot = 8, init = 35, finish = 5",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",92,26,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",92,26,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1208,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_10 stored as bytes in memory (estimated size 948.0 B, free 813.1 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_10 stored as bytes in memory (estimated size {size} B, free {free} KB)",105,31,"Block rdd_42_10 stored as bytes in memory (estimated size {size}, free {free}).",107,27,"Block rdd_{id} stored as bytes in memory (estimated size {size} B, free {free} KB)",106,29,Block {rdd_id}__{partition_id} stored as {storage_type} in {location} ({size}),107,27,"Block rdd_{rdd}_{partition} stored as bytes in memory (estimated size {size} B, free {free} KB)",103,31,"Block rdd_{id}_{partition_index} stored as bytes in memory (estimated size {size}, free {free})",103,29,"Block rdd_42_10 stored as bytes in memory (estimated size <*> B, free <*> KB)","Block rdd_42_10 stored as bytes in memory (estimated size <*>, free <*>).","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)",Block <*> stored as <*> in <*> (<*>),"Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
1209,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 48, boot = 10, init = 33, finish = 5",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1210,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_11 stored as bytes in memory (estimated size 920.0 B, free 814.0 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_{id}_{part} stored as bytes in memory (estimated size {size}, free {free})",105,25,"Block rdd_42_11 stored as bytes in memory (estimated size {size}, free {free}).",107,27,"Block rdd_{id}_{attempt}_stored_as_{storage_mode} {size} {units} in memory (estimated size {estimated_size} {units}, free {free_size} {units})",106,55,"Block {id}__{partId} stored as {type} in {location} ({size} {unit}, free {freeSpace} {unit})",107,32,"Block {rddid}_{partition} stored as bytes in memory (estimated size {size} B, free {free} KB)",103,29,"Block rdd_{rdd_id}_{partition_index} stored as bytes in memory (estimated size {size}, free {free})",103,33,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_11 stored as bytes in memory (estimated size <*>, free <*>).","Block <*> <*> <*> in memory (estimated size <*> <*>, free <*> <*>)","Block <*> stored as <*> in <*> (<*> <*>, free <*> <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
1211,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 51, boot = 3, init = 43, finish = 5",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",92,26,"{total} times: {boot} boot, {init} init, {finish} finish",92,21,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*> times: <*> boot, <*> init, <*> finish"
1212,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_13 stored as bytes in memory (estimated size 912.0 B, free 814.9 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block {rdd_id}_{part_id} stored as bytes in memory (estimated size {size}, free {free_space})",105,30,"Block rdd_42_13 stored as bytes in memory (estimated size {size}, free {free}).",107,27,"Block rdd_{id} stored as {dataType} in memory (estimated size {size} B, free {freeSize} KB)",106,33,"Block {rdd_id}__{partition_id} stored as {storage_level} in {memory_type} (estimated size {size}.{unit}, free {free_space}.{unit})",107,46,"Block {rdd} stored as bytes in memory (estimated size {size} B, free {free} KB)",103,26,"Block rdd_<id>_<partition-index> stored as <data-type> in memory (estimated size <size>, free <free>)",103,36,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_13 stored as bytes in memory (estimated size <*>, free <*>).","Block <*> stored as <*> in memory (estimated size <*> B, free <*> KB)","Block <*> stored as <*> in <*> (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block rdd_<id>_<partition-index> stored as <data-type> in memory (estimated size <size>, free <free>)"
1213,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 56, boot = 10, init = 40, finish = 6",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"{times_total}, {times_boot}, {times_init}, {times_finish}",93,24,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","<*>, <*>, <*>, <*>"
1214,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 58, boot = 13, init = 40, finish = 5",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1215,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_12 stored as bytes in memory (estimated size 852.0 B, free 815.8 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block {block_id} stored as bytes in memory (estimated size {size}, free {free})",105,23,"Block rdd_42_12 stored as bytes in memory (estimated size {size}, free {free}).",107,27,"Block rdd_{id} stored as bytes in memory (estimated size {size} B, free {free} KB)",106,29,"Block {rddId}__{partitionId} stored as {storageLevel} in {memoryType} (estimated size {size} {unit}, free {freeSpace} {unit})",107,41,"Block {rddid}_{partition} stored as bytes in memory (estimated size {size} B, free {free} KB)",103,29,"Block rdd_{rddIndex}_{partitionIndex} stored as bytes in memory (estimated size {size}, free {free})",103,31,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_12 stored as bytes in memory (estimated size <*>, free <*>).","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as <*> in <*> (estimated size <*> <*>, free <*> <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
1216,17/06/09,20:11:08,INFO,storage.MemoryStore,"Block rdd_42_14 stored as bytes in memory (estimated size 834.0 B, free 816.6 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block {rdd_id}_ stored as bytes in memory (estimated size {size}B, free {free}KB)",105,29,"Block rdd_42_14 stored as bytes in memory (estimated size {size}, free {free})",107,27,"Block rdd_{id}_{attempt} stored as bytes in memory (estimated size {size} B, free {free} KB)",106,33,"Block {rdd_id}_{partition_id} stored as {storage_level} in {memory_type} (estimated size {size} {unit}, free {free_space})",107,42,"Block rdd_42_14 stored as bytes in memory (estimated size {size} B, free {free} KB)",103,30,"Block rdd_{id}_{partitionId} stored as bytes in memory (estimated size {size}, free {free})",103,29,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block rdd_42_14 stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as <*> in <*> (estimated size <*> <*>, free <*>)","Block rdd_42_14 stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
1217,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 42, boot = 17, init = 24, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,{times} {unit},93,7,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>",<*> <*>
1218,17/06/09,20:11:08,INFO,executor.Executor,Finished task 10.0 in stage 26.0 (TID 1210). 2703 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task {task} in stage {stage} (TID {tidy}). {result} bytes result sent to driver,104,27,Finished task {task_id}.{stage}.{tid} ({bytes}) in stage {stage},105,23,Finished task {task_id}.{stage}.{tid}. {result_size} bytes result sent to driver,104,25,Finished task {task_id}.{stage} in stage {tid}. {bytes} bytes result sent to driver,105,25,Finished task {task_id}.{stage_id}.(TID {thread_id}). {result_size} bytes result sent to driver,104,36,Finished task {}.{} in stage {}.{} (TID {tid}). {bytes} bytes result sent to driver,104,28,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (<*>) in stage <*>,Finished task <*>. <*> bytes result sent to driver,Finished task <*> in stage <*>. <*> bytes result sent to driver,Finished task <*>.(TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
1219,17/06/09,20:11:08,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1215,E11,Got assigned task <*>,Got assigned task {task_id},79,10,Got assigned task {task_id},80,10,Got assigned task {task_id},79,10,Got assigned task {task_id},80,10,Got assigned task {task_id},78,10,Got assigned task {taskId},78,9,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
1220,17/06/09,20:11:08,INFO,executor.Executor,Running task 15.0 in stage 26.0 (TID 1215),E24,Running task <*> in stage <*> (TID <*>),Running task {task_id}.0 in stage {stage_id}.0 (TID {task_id}),92,25,Running task {task_id}.{stage}.(TID {tid}) in {job_name},93,23,Running task {task_name} in stage {stage} (TID {tid}),92,19,Running task {task_id}.{stage}.(TID {tid}),93,17,Running task {taskId}.{decimalDigit} in stage {stageId}.{decimalDigit} ({threadId}),91,32,Running task {task}.{stage}.{tid} in stage {stage} ({task}),91,23,Running task <*> in stage <*> (TID <*>),Running task <*>.(TID <*>) in <*>,Running task <*> in stage <*> (TID <*>),Running task <*>.(TID <*>),Running task <*> in stage <*> (<*>),Running task <*> in stage <*> (<*>)
1221,17/06/09,20:11:08,INFO,spark.CacheManager,"Partition rdd_42_15 not found, computing it",E19,"Partition <*> not found, computing it","Partition {partition} not found, computing it",84,10,"Partition rdd_{partition_number}_{instance_id} not found, computing it",86,21,"Partition {partition_id} not found, computing it",85,13,"Partition rdd_{partition_id}_{partition_index} not found, computing it",86,20,"Partition {partition} not found, computing it",84,12,Computing partition {partitionId} for rdd {rddName},84,16,"Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it",Computing partition <*> for rdd <*>
1222,17/06/09,20:11:08,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:109380+7292,E12,Input split: <*>,Input split: hdfs://{host}:{port}/{path}:{start}+{length},118,23,Input split: {hdfs_host}:{hdfs_port}/{file_path}:{line_start}+{line_end},119,31,Input split: {input_split},118,9,Input split: hdfs://{ip}:{port}/{path}:{start}+{length},119,22,Input split: hdfs://{hostname}/{path}:{start}+{length},117,19,Input split: hdfs://{host}:{port}/{path}:{offset}+{size},117,21,Input split: hdfs://<*>/<*>+<*>,Input split: <*>/<*>+<*>,Input split: <*>,Input split: hdfs://<*>/<*>+<*>,Input split: hdfs://<*>/<*>+<*>,Input split: hdfs://<*>/<*>+<*>
1223,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 41, boot = 21, init = 20, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1224,17/06/09,20:11:08,INFO,python.PythonRunner,"Times: total = 39, boot = 20, init = 18, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,23,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}.",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",94,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",95,24,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}",93,26,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>.","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
1225,17/06/09,20:11:08,INFO,executor.Executor,Finished task 11.0 in stage 26.0 (TID 1211). 2703 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task {task} in stage {stage} (TID {tid}). {result} bytes result sent to driver,104,26,Finished task {task_id}.{stage}.{tid} ({bytes}) in stage {stage}.,105,23,Finished task {task_id}.{stage}.{tid}. {result} bytes result sent to driver,104,23,Finished task {task_id}.{stage}.(TID {tid}). {bytes} bytes result sent to driver,105,26,Finished task {taskId}.{stageId}.(TID {threadId}). {resultSize} bytes result sent to driver,104,32,Finished task {task}.{stage} ({tid}). {result_size} bytes result sent to driver,104,26,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (<*>) in stage <*>.,Finished task <*>. <*> bytes result sent to driver,Finished task <*>.(TID <*>). <*> bytes result sent to driver,Finished task <*>.(TID <*>). <*> bytes result sent to driver,Finished task <*> (<*>). <*> bytes result sent to driver
1226,17/06/09,20:11:08,INFO,executor.Executor,Finished task 13.0 in stage 26.0 (TID 1213). 2703 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task {task_id}.{stage_id} ({task_id}) in stage {stage_id}.{stage_id} ({stage_id}). {bytes} bytes result sent to driver,104,44,Finished task {task_id}.{stage}.{tid} ({total_time}) (result={result_size}).,105,27,Finished task {task} in stage {stage}. {result} bytes result sent to driver,104,20,Finished task {task_id}.{stage} in stage {stage}. ({tid}). {result_size} bytes result sent to driver,105,30,Finished task {task_id}.{task_decimal} in stage {stage_id}.{stage_decimal} ({tid}). {result_size} bytes result sent to driver,104,45,Finished task {}.{} (TID {tid}). {result_size} bytes result sent to driver,104,25,Finished task <*> (<*>) in stage <*> (<*>). <*> bytes result sent to driver,Finished task <*> (<*>) (result=<*>).,Finished task <*> in stage <*>. <*> bytes result sent to driver,Finished task <*> in stage <*>. (<*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (<*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
1227,17/06/09,20:11:08,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1216,E11,Got assigned task <*>,Got assigned task {task},79,8,Got assigned task {task_id},80,10,Got assigned task {task},79,8,Got assigned task {task},80,8,Got assigned task {task_id},78,10,Got assigned task {task_id},78,10,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>,Got assigned task <*>
