LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
1061,2015-10-18,"18:06:28,233",INFO,CommitterEvent Processor #2,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Processing the event EventType: TASK_ABORT,E79,Processing the event EventType: TASK_ABORT,93,"Processing the event {eventType}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Processing the event EventType: TASK_ABORT'
The template of 'Error: Could not find file '
Error: Could not find file '{0}","Processing the event <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",of 'Error: Could not find file ' Error: Could not find file '<*>
1062,2015-10-18,"18:06:28,233",WARN,CommitterEvent Processor #2,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,116,"Address change detected. Old: {old}, New: {new}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>",Address change detected. Old: {old} New: {new},"Address change detected. Old: <*>, New: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",Address change detected. Old: <*> New: <*>
1063,2015-10-18,"18:06:28,248",WARN,CommitterEvent Processor #2,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Task cleanup failed for attempt attempt_1445144423722_0020_m_000001_0,E99,Task cleanup failed for attempt <*>,103,"Task cleanup failed for attempt attempt_{attempt}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Task cleanup failed for attempt {attempt_id}_{task_id}_{index}'
Could you please provide me with the log message you would like me to abstract?","Task cleanup failed for attempt <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",Task cleanup failed for attempt <*>' Could you please provide me with the log message you would like me to abstract?
1064,2015-10-18,"18:06:28,248",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from FAIL_TASK_CLEANUP to FAILED,E16,<*> TaskAttempt Transitioned from FAIL_TASK_CLEANUP to FAILED,112,"attempt_{task_attempt_id}_{state}_{task_state}_{timestamp}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>",attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from {previous} to FAILED,"<*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from <*> to FAILED
1065,2015-10-18,"18:06:28,248",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,103,Resolved {hostname} to /default-rack,"Resolved MSRA-SA-39 to /default-rack'
The template of 'Removing 1 instance(s)' is 'Removing {count} instance(s)'
The template of 'Adding 1 instance(s)' is 'Adding {count} instance(s)'
The template of 'Removing 1 instance(s)' is 'Removing {count} instance(s)'
The template of 'Adding 1 instance(s)' is 'Adding {count} instance(s)'
The template of 'Removing 1 instance(s)' is 'Removing {count} instance(s)'
The template of 'Adding 1 instance(s)' is 'Adding {count} instance(s)
Recalculating schedule, headroom=<memory:0, vCores:-27>
Resolved MSRA-SA-39.fareast.",Resolved <*> to <*>,of 'Removing <*> instance(s)' is 'Removing <*> instance(s)' The
1066,2015-10-18,"18:06:28,248",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,103,Resolved MSRA-SA-{issue}.fareast.corp.microsoft.com to /default-rack,"Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack'
The template of 'Recalculating schedule, headroom=<memory:0, vCores:-27>' is 'Recalculating schedule, headroom=<memory:{memory}, vCores:{core}",Resolved MSRA-SA-<*>.fareast.corp.microsoft.com to <*>,"of 'Recalculating schedule, headroom=<memory:<*>, vCores:-27>' is 'Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
1067,2015-10-18,"18:06:28,248",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000001_1 TaskAttempt Transitioned from NEW to UNASSIGNED,E17,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,107,"attempt_{task_attempt_id}_{attempt_number}_{task_id} Transitioned from {state} to {next_state}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","attempt_<attempt_id>_<shuffle_id>_<map_id>_<task_id> TaskAttempt Transitioned from <new_state> to <unassigned_state>'
The template of 'Shuffle error:java.lang.NullPointerException' is 'Shuffle error:java.lang.NullPointerException'
Recalculating schedule, headroom=<memory:0, vCores:-27>
attempt_1445144423722_0020_m_000001_1 TaskAttempt Transitioned from NEW to UNASSIGNED
Shuffle error:java.lang.NullPointerException","<*> Transitioned from <*> to <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","of 'Shuffle error:java.lang.NullPointerException' is 'Shuffle error:java.lang.NullPointerException' Recalculating schedule, headroom=<memory:<*>, vCores:-27> attempt_1445144423722_0020_m_000001_1 TaskAttempt Transitioned from NEW to UNASSIGNED Shuffle error:java.lang.NullPointerException"
1068,2015-10-18,"18:06:28,248",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,2 failures on node MININT-FNANLI5.fareast.corp.microsoft.com,E1,<*> failures on node MININT-<*>,100,"2 failures on node {node}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>",2 failures on node {node}.fareast.corp.microsoft.com,"<*> failures on node <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",<*> failures on node <*>.fareast.corp.microsoft.com
1069,2015-10-18,"18:06:28,248",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Added attempt_1445144423722_0020_m_000001_1 to list of failed maps,E2,Added <*> to list of failed maps,103,Added attempt_{attempt} to list of failed maps,Added attempt_<attempt_id>_<task_id>_<map_id>_<attempt_index> to list of failed maps,Added <*> to list of failed maps,Added attempt_<attempt_id>_<task_id>_<map_id>_<attempt_index> to list of failed maps
1070,2015-10-18,"18:06:29,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,116,"Address change detected. Old: {old}, New: {new}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>",Address change detected. Old: {old} New: {new},"Address change detected. Old: <*>, New: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",Address change detected. Old: <*> New: <*>
1071,2015-10-18,"18:06:29,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 91 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,114,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 91 seconds.  Will retry shortly ...,Failed to renew lease for {DFSClient_NONMAPREDUCE_1537864556_1} for {91} seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...,Failed to renew lease for <*> for <*> seconds. Will retry shortly ...
1072,2015-10-18,"18:06:29,108",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Before Scheduling: PendingReds:0 ScheduledMaps:3 ScheduledReds:1 AssignedMaps:9 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3,E24,Before Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,140,"Before Scheduling: {PendingReds}, {ScheduledMaps}, {ScheduledReds}, {AssignedMaps}, {AssignedReds}, {CompletedMaps}, {CompletedReds}, {ContAlloc}, {ContRel}, {HostLocal}, {RackLocal}'
Before Scheduling: {PendingReds}, {ScheduledMaps}, {ScheduledReds}, {AssignedMaps}, {AssignedReds}, {CompletedMaps}, {CompletedReds}, {ContAlloc}, {ContRel}, {HostLocal}, {RackLocal}","Before Scheduling: PendingReds:{PendingReds} ScheduledMaps:{ScheduledMaps}
ScheduledReds:{ScheduledReds} AssignedMaps:{AssignedMaps} AssignedReds:{AssignedReds} CompletedMaps:{CompletedMaps}
CompletedReds:{CompletedReds} ContAlloc:{ContAlloc} ContRel:{ContRel} HostLocal:{HostLocal} RackLocal:{RackLocal}","Before Scheduling: <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>' Before Scheduling: <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>",Before Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
1073,2015-10-18,"18:06:29,108",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>,118,"Address change detected. Old: {old} New: {new}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Address change detected. Old: {old} New: {new}'
The template of 'Recalculating schedule, headroom=<memory:0, vCores:-27>' is 'Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","Address change detected. Old: <*> New: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","of 'Recalculating schedule, headroom=<memory:<*>, vCores:-27>' is 'Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
1074,2015-10-18,"18:06:30,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,116,"Address change detected. Old: {old}, New: {new}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>",Address change detected. Old: {old} New: {new},"Address change detected. Old: <*>, New: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",Address change detected. Old: <*> New: <*>
1075,2015-10-18,"18:06:30,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 92 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,114,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 92 seconds.  Will retry shortly ...,Failed to renew lease for [{DFSClient_NONMAPREDUCE_1537864556_1}] for 92 seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...
1076,2015-10-18,"18:06:30,108",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,"Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)",134,"Retrying connect to server: {server}: {port}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Retrying connect to server: {server}:{port}. Already tried {times} time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={maxRetries}, sleepTime={sleepTime} MILLISECONDS)","Retrying connect to server: <*>: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)"
1077,2015-10-18,"18:06:30,108",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.,89,"ERROR IN {contacting}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","ERROR IN CONTACTING RM: {error}'
The template of 'Recalculating schedule, headroom=<memory:0, vCores:-27>' is 'Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","ERROR IN <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","of 'Recalculating schedule, headroom=<memory:<*>, vCores:-27>' is 'Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
1078,2015-10-18,"18:06:31,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,116,"Address change detected. Old: {old}, New: {new}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>",Address change detected. Old: {old} New: {new},"Address change detected. Old: <*>, New: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",Address change detected. Old: <*> New: <*>
1079,2015-10-18,"18:06:31,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 93 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,114,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 93 seconds.  Will retry shortly ...,Failed to renew lease for [{DFSClient_NONMAPREDUCE_1537864556_1}] for 93 seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...
1080,2015-10-18,"18:06:31,108",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>,118,"Address change detected. Old: {old} New: {new}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Address change detected. Old: {old} New: {new}'
The template of 'Recalculating schedule, headroom=<memory:0, vCores:-27>' is 'Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","Address change detected. Old: <*> New: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","of 'Recalculating schedule, headroom=<memory:<*>, vCores:-27>' is 'Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
1081,2015-10-18,"18:06:32,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,116,"Address change detected. Old: {old}, New: {new}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>",Address change detected. Old: {old} New: {new},"Address change detected. Old: <*>, New: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",Address change detected. Old: <*> New: <*>
1082,2015-10-18,"18:06:32,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 94 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,114,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 94 seconds.  Will retry shortly ...,Failed to renew lease for {DFSClient_NONMAPREDUCE_1537864556_1} for {94} seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...,Failed to renew lease for <*> for <*> seconds. Will retry shortly ...
1083,2015-10-18,"18:06:32,108",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,"Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)",134,"Retrying connect to server: {server}: {port}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Retrying connect to server: {server}:{port}. Already tried {times} time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={maxRetries}, sleepTime={sleepTime} MILLISECONDS)","Retrying connect to server: <*>: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)"
1084,2015-10-18,"18:06:32,108",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.,89,"ERROR IN {contacting}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","ERROR IN CONTACTING RM: {error}'
The template of 'Recalculating schedule, headroom=<memory:0, vCores:-27>' is 'Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","ERROR IN <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","of 'Recalculating schedule, headroom=<memory:<*>, vCores:-27>' is 'Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
1085,2015-10-18,"18:06:33,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,116,"Address change detected. Old: {old}, New: {new}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>",Address change detected. Old: {old} New: {new},"Address change detected. Old: <*>, New: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",Address change detected. Old: <*> New: <*>
1086,2015-10-18,"18:06:33,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 95 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,114,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 95 seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for {time} seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...
1087,2015-10-18,"18:06:33,108",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>,118,"Address change detected. Old: {old} New: {new}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Address change detected. Old: {old} New: {new}'
The template of 'Recalculating schedule, headroom=<memory:0, vCores:-27>' is 'Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","Address change detected. Old: <*> New: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","of 'Recalculating schedule, headroom=<memory:<*>, vCores:-27>' is 'Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
1088,2015-10-18,"18:06:34,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,116,"Address change detected. Old: {old}, New: {new}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>",Address change detected. Old: {old} New: {new},"Address change detected. Old: <*>, New: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",Address change detected. Old: <*> New: <*>
1089,2015-10-18,"18:06:34,092",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 96 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,114,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 96 seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for {time} seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...
1090,2015-10-18,"18:06:34,108",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,"Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)",134,"Retrying connect to server: {server}: {port}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Retrying connect to server: {server}:{port}. Already tried {times} time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={maxRetries}, sleepTime={sleepTime} MILLISECONDS)","Retrying connect to server: <*>: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)"
1091,2015-10-18,"18:06:34,108",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.,89,"ERROR IN {contacting}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","ERROR IN CONTACTING RM: {error}'
The template of 'Recalculating schedule, headroom=<memory:0, vCores:-27>' is 'Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","ERROR IN <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","of 'Recalculating schedule, headroom=<memory:<*>, vCores:-27>' is 'Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
1092,2015-10-18,"18:06:35,093",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,116,"Address change detected. Old: {old}, New: {new}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>",Address change detected. Old: {old} New: {new},"Address change detected. Old: <*>, New: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",Address change detected. Old: <*> New: <*>
1093,2015-10-18,"18:06:35,093",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 97 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,114,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 97 seconds.  Will retry shortly ...,Failed to renew lease for {DFSClient_NONMAPREDUCE_1537864556_1} for {97} seconds.  Will retry shortly ...,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...,Failed to renew lease for <*> for <*> seconds. Will retry shortly ...
1094,2015-10-18,"18:06:35,108",WARN,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,Address change detected. Old: <*> New: <*>,118,"Address change detected. Old: {old} New: {new}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Address change detected. Old: {old} New: {new}'
The template of 'Recalculating schedule, headroom=<memory:0, vCores:-27>' is 'Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","Address change detected. Old: <*> New: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","of 'Recalculating schedule, headroom=<memory:<*>, vCores:-27>' is 'Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
1095,2015-10-18,"18:06:36,093",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*> New: <*>,116,"Address change detected. Old: {old}, New: {new}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>",Address change detected. Old: {old} New: {new},"Address change detected. Old: <*>, New: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>",Address change detected. Old: <*> New: <*>
1096,2015-10-18,"18:06:36,093",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 98 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,114,"Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for {time}'
Recalculating schedule, headroom=<memory:0, vCores:-27>
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>",Failed to renew lease for [{dfsclient}] for [{lease_duration}] seconds.  Will retry shortly ...,"Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*>' Recalculating schedule, headroom=<memory:<*>, vCores:-27> Recalculating schedule, headroom=<memory:<*>, vCores:<*>",Failed to renew lease for [<*>] for [<*>] seconds. Will retry shortly ...
1097,2015-10-18,"18:06:36,108",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,"Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)",134,"Retrying connect to server: {server}: {port}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","Retrying connect to server: {server}:{port}. Already tried {times} time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries={maxRetries}, sleepTime={sleepTime} MILLISECONDS)","Retrying connect to server: <*>: <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","Retrying connect to server: <*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)"
1098,2015-10-18,"18:06:36,108",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,ERROR IN CONTACTING RM.,89,"ERROR IN {contacting}'
Recalculating schedule, headroom=<memory:{memory}, vCores:{core}>","ERROR IN CONTACTING RM: {error}'
The template of 'Recalculating schedule, headroom=<memory:0, vCores:-27>' is 'Recalculating schedule, headroom=<memory:{memory}, vCores:{core}","ERROR IN <*>' Recalculating schedule, headroom=<memory:<*>, vCores:<*>","of 'Recalculating schedule, headroom=<memory:<*>, vCores:-27>' is 'Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
