LineId,Date,Day,Time,Component,Pid,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
1605,Dec,10,11:00:52,LabSZ,25281,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1606,Dec,10,11:00:54,LabSZ,25281,Failed password for root from 183.62.140.253 port 50261 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {username} from {ip_address}:{port} ssh2,119,18,Failed password for {user} from {ip} port {port} {protocol},118,18,Failed password for {user} from {ip} port {port} ssh2,119,17,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {user} from {host} port {port} ssh2,114,18,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
1607,Dec,10,11:00:54,LabSZ,25281,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1608,Dec,10,11:00:54,LabSZ,25286,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1609,Dec,10,11:00:56,LabSZ,25286,Failed password for root from 183.62.140.253 port 50655 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {username} from {ip_address} port {port} ssh2,119,19,Failed password for {user} from {ip} port {port} ssh2,118,17,Failed password for {user} from {IP} port {port} ssh2,119,17,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {user} from {source} port {port} ssh2,114,18,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
1610,Dec,10,11:00:56,LabSZ,25286,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1611,Dec,10,11:00:56,LabSZ,25289,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1612,Dec,10,11:00:57,LabSZ,25283,Invalid user sandeep from 88.147.143.242,E13,Invalid user <*> from <*>,Invalid user {user} from {ip},106,10,Invalid user {username} from {ip_address},111,12,Invalid user {user} from {ip},110,10,Invalid user {username} from {ip_address},111,12,Invalid user {user} from {ip},105,10,Invalid user {user} from {ip},105,10,Invalid user <*> from <*>,Invalid user <*> from <*>,Invalid user <*> from <*>,Invalid user <*> from <*>,Invalid user <*> from <*>,Invalid user <*> from <*>
1613,Dec,10,11:00:57,LabSZ,25283,input_userauth_request: invalid user sandeep [preauth],E12,input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user {user} [preauth],101,17,input_userauth_request: invalid user {username} [preauth],106,17,input_userauth_request: invalid user {user} [preauth],105,17,input_userauth_request: invalid user {user} [preauth],106,17,input_userauth_request: invalid user {user} [preauth],101,19,input_userauth_request: invalid user {user} [preauth],101,19,input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user <*> [preauth]
1614,Dec,10,11:00:57,LabSZ,25283,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,pam_unix(sshd:auth): check pass; user {user} unknown,102,21,pam_unix(sshd:auth): check pass; user unknown,105,16,pam_unix({service}:{stage}:{user}:{host}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:{service}:{stage}:{user}:{host}:{port}:{user}:{host}:{port}:,104,256,pam_unix(sshd:{action}): {result}; user {user},105,19,pam_unix({service}({module}):{action}: {status}; user {unknown|known},101,25,pam_unix(sshd:auth): check pass; {user} unknown,101,20,pam_unix(sshd:auth): check pass; user <*> unknown,pam_unix(sshd:auth): check pass; user unknown,pam_unix(<*>:,pam_unix(sshd:<*>): <*>; user <*>,pam_unix(<*>(<*>):<*>: <*>; user {unknown|known},pam_unix(sshd:auth): check pass; <*> unknown
1615,Dec,10,11:00:57,LabSZ,25283,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=88.147.143.242,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost},135,43,pam_unix(sshd:auth): authentication failure; logname= {username} uid=0 euid=0 tty=ssh ruser={ruser} rhost={rhost},138,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= {ip},137,38,pam_unix(sshd:{service}): {action}; logname={username} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost},138,48,pam_unix({service}({module}):{event}): {status}; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost},134,55,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ipaddress},134,39,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= <*> uid=<*> euid=<*> tty=ssh ruser=<*> rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost= <*>,pam_unix(sshd:<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,pam_unix(<*>(<*>):<*>): <*>; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>
1616,Dec,10,11:00:58,LabSZ,25289,Failed password for root from 183.62.140.253 port 50953 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {username} from {ip_address} port {port} ssh2,119,19,Failed password for {user} from {ip} port {port} ssh2,118,17,Failed password for {user} from {ip} port {port} ssh2,119,17,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {user}@[%h]:{user}:{now} from {host},114,22,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@[%h]:<*> from <*>
1617,Dec,10,11:00:58,LabSZ,25289,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1618,Dec,10,11:00:58,LabSZ,25291,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1619,Dec,10,11:00:59,LabSZ,25283,Failed password for invalid user sandeep from 88.147.143.242 port 49316 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for invalid user {user} from {ip} port {port} ssh2,119,20,Failed password for invalid user {username} from {ip_address} port {port} ssh2,123,21,Failed password for {user} from {ip} port {port} ssh{version},122,19,Failed password for {user} from {ip} port {port} ssh2,123,17,Failed password for invalid user {user} from {ip} port {port} ssh2,117,20,Failed password for invalid user {user} from {host} port {port} ssh2,117,20,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for invalid user <*> from <*> port <*> ssh2
1620,Dec,10,11:00:59,LabSZ,25283,Connection closed by 88.147.143.242 [preauth],E2,Connection closed by <*> [preauth],Connection closed by {host} [preauth],107,11,Connection closed by {ip_address} [preauth],112,13,Connection closed by {ip} [preauth],111,11,Connection closed by {ip_address} [preauth],112,13,Connection closed by {clientIp} [preauth],107,13,Connection closed by {peer} [preauth],107,12,Connection closed by <*> [preauth],Connection closed by <*> [preauth],Connection closed by <*> [preauth],Connection closed by <*> [preauth],Connection closed by <*> [preauth],Connection closed by <*> [preauth]
1621,Dec,10,11:01:01,LabSZ,25291,Failed password for root from 183.62.140.253 port 51395 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {username} from {ip_address} port {port} ssh2,119,19,Failed password for {user} from {ip} port {port} {protocol},118,18,Failed password for {user} from {IP} port {port} ssh2,119,17,Failed password for {user} from {client_ip} port {port} ssh2,114,20,Failed password for {user} from {source} port {port} ssh2,114,18,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
1622,Dec,10,11:01:01,LabSZ,25291,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1623,Dec,10,11:01:01,LabSZ,25294,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1624,Dec,10,11:01:02,LabSZ,25294,Failed password for root from 183.62.140.253 port 51830 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {username} from {ip_address}:{port} ssh2,119,18,Failed password for {user} from {ip} port {port} ssh2,118,17,Failed password for {user} from {IP} port {port} ssh2,119,17,Failed password for {user} from {client_ip} port {client_port} ssh2,114,22,Failed password for {user}@[%h] from %d port %s ssh2,114,21,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*>@[%h] from %d port %s ssh2
1625,Dec,10,11:01:02,LabSZ,25294,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1626,Dec,10,11:01:03,LabSZ,25296,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
1627,Dec,10,11:01:04,LabSZ,25296,Failed password for root from 183.62.140.253 port 52182 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,Failed password for {user} from {ip} port {port} ssh2,115,18,Failed password for {username} from {ip_address} port {port} ssh2,119,19,Failed password for {user} from {ip} port {port} {protocol},118,18,Failed password for {user} from {ip} port {port} ssh2,119,17,Failed password for {user} from {ip} port {port} ssh2,114,18,Failed password for {user} from {hostname} port {port} ssh2,114,19,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> <*>,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2,Failed password for <*> from <*> port <*> ssh2
1628,Dec,10,11:01:04,LabSZ,25296,Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from {host}: 11: Bye Bye [preauth],117,20,Received disconnect from {ip}: {reason} [preauth],122,15,Received disconnect from {ip}: {port}: {message} [preauth],121,18,Received disconnect from {ip}: {port}: {message} [preauth],122,18,Received disconnect from {ip}: {code}: {message} [preauth],117,19,Received disconnect from {host}: {reason} [{protocol}],117,16,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*>: <*> [preauth],Received disconnect from <*>: <*> [<*>]
1629,Dec,10,11:01:04,LabSZ,25298,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid={uid} euid={euid} tty={tty} ruser= rhost={rhost}  user={user},139,48,"pam_unix(sshd:auth): authentication failure; logname= {logname}, user={user}, tty=ssh, ruser= {ruser}, rhost= {rhost}.",142,44,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user={user},141,54,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},142,52,pam_unix(sshd:auth): authentication failure; logname={logname} uid={uid} euid={euid} tty={tty} ruser={ruser} rhost={rhost} user={user},138,54,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost={ip} user={username},138,42,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>,"pam_unix(sshd:auth): authentication failure; logname= <*>, user=<*>, tty=ssh, ruser= <*>, rhost= <*>.",pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
