LineId,Time,Program,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
950,10.30 21:19:21,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 5349 bytes (5.22 KB) sent, 1767 bytes (1.72 KB) received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",184,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}.",185,25,"{{host}} close, {{sent_size}} sent, {{received_size}} received, lifetime {{time}}",184,25,"{} close, {} sent, {} received, lifetime {}",185,12,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",178,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",178,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>.","{<*>} close, {<*>} sent, {<*>} received, lifetime {<*>}","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
951,10.30 21:19:22,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
952,10.30 21:19:22,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
953,10.30 21:19:29,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
954,10.30 21:19:29,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1066 bytes (1.04 KB) sent, 3042 bytes (2.97 KB) received, lifetime 00:10",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",187,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}.",188,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",187,25,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",188,40,"{host} close, {sent_size} ({size}) sent, {received_size} ({size}) received, lifetime {time}",181,30,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",181,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>.","<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> (<*>) sent, <*> (<*>) received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
955,10.30 21:19:32,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:13",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:13",165,38,"{} close, {} sent, {}, lifetime {}",166,10,"{{host}} close, 0 sent, 0 received, lifetime {{time}}",165,18,{},166,2,"{host} close, 0 sent, 0 received, lifetime {time}",161,18,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",161,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*>, lifetime <*>","{<*>} close, <*> sent, <*> received, lifetime {<*>}",<*>,"<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
956,10.30 21:19:34,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 3757 bytes (3.66 KB) sent, 1307 bytes (1.27 KB) received, lifetime 00:15",E8,"<*> close, <*> sent, <*> received, lifetime <*>","close, {sent_size} sent, {received_size} received, lifetime {time}",187,22,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}.",188,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",187,25,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",188,40,"{host} close, {sent_size} ({sent_kb}) sent, {received_size} ({received_kb}) received, lifetime {time}",181,34,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",181,24,"close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>.","<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> (<*>) sent, <*> (<*>) received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
957,10.30 21:19:34,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
958,10.30 21:20:30,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",165,40,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",166,38,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime {time}",165,35,"{} close, {} sent, {} received, lifetime {}",166,12,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",161,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",161,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
959,10.30 21:20:31,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1978 bytes (1.93 KB) sent, 29237 bytes (28.5 KB) received, lifetime 00:01",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",188,40,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}.",189,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",188,25,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",189,40,"{host} close, {sent_size} ({sent_size_kb}) sent, {received_size} ({received_size_kb}) received, lifetime {time}",182,38,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",182,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>.","<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> (<*>) sent, <*> (<*>) received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
960,10.30 21:21:33,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
961,10.30 21:21:33,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1217 bytes (1.18 KB) sent, 592 bytes received, lifetime 01:02",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",178,40,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}.",179,40,"{{host}} close, {{sent_size}} sent, {{received_size}} received, lifetime {{time}}",178,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time} ",179,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",173,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",173,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>.","{<*>} close, {<*>} sent, {<*>} received, lifetime {<*>}","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
962,10.30 21:21:33,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",162,35,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",163,35,"{host} close, 0 bytes sent, 0 bytes received, lifetime <1 sec",162,20,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",163,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",158,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",158,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","proxy.cse.cuhk.edu.hk:<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
963,10.30 21:21:33,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1770 bytes (1.72 KB) sent, 1297 bytes (1.26 KB) received, lifetime 02:12",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",187,40,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}.",188,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",187,25,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}'
""""""

def parse_log(log):
    return log.split()[1:]

def get_template(logs):
    templates = []
    for log in logs:
        tokens = parse_log(log)
        template = """"
        for token in tokens:
            if token == ""close"":
                template += ""{close}""
            elif token == ""sent"":
                template += ""{sent_size}""
            elif token == ""received"":
                template += ""{received_size}""",188,141,"{host} close, {sent_size} ({sent_size_kb}) sent, {received_size} ({received_size_kb}) received, lifetime {time}",181,38,"{host}:{port} close, {sent_size} sent, {received_size} received, lifetime {time}",181,27,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>.","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>' """""" def parse_log(log): return log.split()[<*>:] def get_template(logs): templates = [] for log in logs: tokens = parse_log(log) template = """" for token in tokens: if token == ""close"": template += ""<*>"" elif token == ""sent"": template += ""<*>"" elif token == ""received"": template += ""<*>","<*> close, <*> (<*>) sent, <*> (<*>) received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
964,10.30 21:21:33,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
965,10.30 21:21:33,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
966,10.30 21:21:33,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
967,10.30 21:21:34,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
968,10.30 21:21:34,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
969,10.30 21:21:35,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02",E8,"<*> close, <*> sent, <*> received, lifetime <*>","close, {sent_size} sent, {received_size} received, lifetime {time}",165,22,"{} close, {}, lifetime {}",166,7,"{host} close, 0 sent, 0 received, lifetime {time}",165,18,"{} close, {} sent, {} received, lifetime {}",166,12,"{host} close, 0 sent, 0 received, lifetime {time}",161,18,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",161,24,"close, <*> sent, <*> received, lifetime <*>","<*> close, <*>, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
970,10.30 21:21:35,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
971,10.30 21:21:36,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 564 bytes sent, 28902 bytes (28.2 KB) received, lifetime <1 sec",E8,"<*> close, <*> sent, <*> received, lifetime <*>","proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",176,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",177,25,"{{host}} close, {{sent_size}} sent, {{received_size}} received, lifetime {{time}}",176,25,"proxy.cse.cuhk.edu.hk:5070 close, {sent_size} sent, {received_size} received, lifetime {time}",177,40,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",171,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",171,24,"proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","{<*>} close, {<*>} sent, {<*>} received, lifetime {<*>}","proxy.cse.cuhk.edu.hk:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
972,10.30 21:21:36,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
973,10.30 21:21:48,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {host} HTTPS,169,9,{host} open through proxy {proxy} protocol {protocol},170,14,{host} open through proxy {proxy_host} HTTPS,169,14,open through proxy {host} HTTPS,170,9,{host}:{port} open through proxy {through_host}:{through_port} {protocol},164,23,{host}:{protocol} through proxy {proxy_host}:{proxy_port} {protocol} {url},164,25,open through proxy <*> HTTPS,<*> open through proxy <*> protocol <*>,<*> open through proxy <*> HTTPS,open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> through proxy <*> <*> <*>
974,07.26 13:30:34,chrome.exe *64,www.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy} {protocol},161,10,{host} open through proxy {proxy} HTTPS,162,12,Proxy: {host} -> {proxy_host},161,12,www.baidu.com:80 open through proxy {proxy_host}:{proxy_port} HTTPS,162,26,{target} open through {proxy} {protocol},155,12,"{host} open through proxy {proxy}, {protocol}",155,14,open through proxy <*> <*>,<*> open through proxy <*> HTTPS,Proxy: <*> -> <*>,www.baidu.com:<*> open through proxy <*> HTTPS,<*> open through <*> <*>,"<*> open through proxy <*>, <*>"
975,07.26 13:30:34,chrome.exe *64,c.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy_host}:{proxy_port} {protocol},161,17,"{host} open through proxy {proxy}, protocol {protocol}",162,14,Proxy {host} {proxy_host} {protocol} {url},161,16,c.baidu.com:80 open through proxy {proxy_name}:{proxy_port} HTTPS,162,26,{host}:{port} open through proxy {proxy_host}:{proxy_port} {protocol},155,23,{host} open through {proxy} {protocol},155,12,open through proxy <*> <*>,"<*> open through proxy <*>, protocol <*>",Proxy <*> <*> <*> <*>,c.baidu.com:<*> open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> open through <*> <*>
976,07.26 13:30:34,chrome.exe *64,sclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,sclick.baidu.com:80 open through proxy {proxy_host}:{proxy_port} HTTPS,162,27,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,163,42,"{host} open through proxy {proxy_host}, {protocol} {method} {url}",162,21,sclick.baidu.com:80 open through proxy {proxy_host}:{proxy_port} HTTPS,163,27,{host}:{port} open through proxy {proxy_host}:{proxy_port} {protocol},156,23,{host} open through {proxy} HTTP/HTTPS,156,14,sclick.baidu.com:<*> open through proxy <*> HTTPS,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"<*> open through proxy <*>, <*> <*> <*>",sclick.baidu.com:<*> open through proxy <*> HTTPS,<*> open through proxy <*> <*>,<*> open through <*> HTTP/HTTPS
977,07.26 13:30:39,chrome.exe *64,"www.baidu.com:80 close, 6719 bytes (6.56 KB) sent, 644545 bytes (629 KB) received, lifetime 00:05",E8,"<*> close, <*> sent, <*> received, lifetime <*>","www.baidu.com:80 close, {sent_size} sent, {received_size} received, lifetime {time}",180,32,"www.baidu.com:80 close, {sent_size} sent, {received_size} received, lifetime {time}",181,32,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",180,25,"www.baidu.com:80 close, {sent_size} sent, {received_size} received, lifetime {time}",181,32,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",173,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",173,24,"www.baidu.com:<*> close, <*> sent, <*> received, lifetime <*>","www.baidu.com:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","www.baidu.com:<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
978,07.26 13:30:43,chrome.exe *64,timg.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*> open through proxy <*> HTTPS,open through proxy {proxy} {host}:{port} {protocol},162,16,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,163,42,"{host} open through proxy {proxy_host}, {protocol} {service}",162,18,timg.baidu.com:80 open through proxy {host} HTTPS,163,20,{host}:{port} open through {proxy_host}:{proxy_port} {protocol},156,22,{host} open through {proxy} {protocol},156,12,open through proxy <*> <*> <*>,proxy.cse.cuhk.edu.hk:<*> open through proxy proxy.cse.cuhk.edu.hk:<*> HTTPS,"<*> open through proxy <*>, <*> <*>",timg.baidu.com:<*> open through proxy <*> HTTPS,<*> open through <*> <*>,<*> open through <*> <*>
979,07.26 13:30:44,SogouCloud.exe,"get.sogou.com:80 close, 899 bytes sent, 348 bytes received, lifetime 00:03",E8,"<*> close, <*> sent, <*> received, lifetime <*>","get.sogou.com:80 close, {sent_size} sent, {received_size} received, lifetime {time}",161,32,"http://{host} close, {sent_size} sent, {received_size} received, lifetime {time}.",162,27,"get.sogou.com:80 close, {sent_size} sent, {received_size} received, lifetime {time}",161,32,"get.{host}:{port} close, {sent_size} sent, {received_size} received, lifetime {time}",162,30,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",158,24,"{host} close, {sent_size} sent, {received_size} received, lifetime {time}",158,24,"get.sogou.com:<*> close, <*> sent, <*> received, lifetime <*>","http://<*> close, <*> sent, <*> received, lifetime <*>.","get.sogou.com:<*> close, <*> sent, <*> received, lifetime <*>","get.<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>","<*> close, <*> sent, <*> received, lifetime <*>"
